GEO_ID,NAME,S2301_C04_001E,S2301_C04_001M
1400000US06037183222,"Census Tract 1832.22, Los Angeles County, California",9.6,6
1400000US06037183300,"Census Tract 1833, Los Angeles County, California",6,2.9
1400000US06037183401,"Census Tract 1834.01, Los Angeles County, California",6.1,2.4
1400000US06037183402,"Census Tract 1834.02, Los Angeles County, California",5.6,3
1400000US06037183510,"Census Tract 1835.10, Los Angeles County, California",8.4,3.5
1400000US06037183520,"Census Tract 1835.20, Los Angeles County, California",13.3,5.4
1400000US06037183610,"Census Tract 1836.10, Los Angeles County, California",12.6,3.7
1400000US06037183620,"Census Tract 1836.20, Los Angeles County, California",9.6,4.2
1400000US06037183701,"Census Tract 1837.01, Los Angeles County, California",2,1.3
1400000US06037183702,"Census Tract 1837.02, Los Angeles County, California",6.2,3.9
1400000US06037183810,"Census Tract 1838.10, Los Angeles County, California",10.8,3
1400000US06037183820,"Census Tract 1838.20, Los Angeles County, California",6.2,3.8
1400000US06037185100,"Census Tract 1851, Los Angeles County, California",6.4,3.6
1400000US06037185202,"Census Tract 1852.02, Los Angeles County, California",7,3.9
1400000US06037185203,"Census Tract 1852.03, Los Angeles County, California",11.8,5.4
1400000US06037185204,"Census Tract 1852.04, Los Angeles County, California",3.3,1.9
1400000US06037185310,"Census Tract 1853.10, Los Angeles County, California",10.8,4
1400000US06037185320,"Census Tract 1853.20, Los Angeles County, California",12.1,4.8
1400000US06037186100,"Census Tract 1861, Los Angeles County, California",4.9,2.9
1400000US06037186201,"Census Tract 1862.01, Los Angeles County, California",3.4,3.3
1400000US06037186202,"Census Tract 1862.02, Los Angeles County, California",4.5,3.6
1400000US06037186203,"Census Tract 1862.03, Los Angeles County, California",8.1,8.8
1400000US06037186301,"Census Tract 1863.01, Los Angeles County, California",9.3,3.8
1400000US06037186302,"Census Tract 1863.02, Los Angeles County, California",10.5,4
1400000US06037186401,"Census Tract 1864.01, Los Angeles County, California",7.4,3.1
1400000US06037186403,"Census Tract 1864.03, Los Angeles County, California",7.3,3.1
1400000US06037186404,"Census Tract 1864.04, Los Angeles County, California",10.8,3.8
1400000US06037187101,"Census Tract 1871.01, Los Angeles County, California",4.8,2.9
1400000US06037187102,"Census Tract 1871.02, Los Angeles County, California",12.3,6.4
1400000US06037187200,"Census Tract 1872, Los Angeles County, California",6.9,2.9
1400000US06037187300,"Census Tract 1873, Los Angeles County, California",6,3.1
1400000US06037188100,"Census Tract 1881, Los Angeles County, California",2.6,1.4
1400000US06037188201,"Census Tract 1882.01, Los Angeles County, California",7.8,2.4
1400000US06037188202,"Census Tract 1882.02, Los Angeles County, California",4,3
1400000US06037188300,"Census Tract 1883, Los Angeles County, California",9.8,5.3
1400000US06037189101,"Census Tract 1891.01, Los Angeles County, California",6.5,2.8
1400000US06037189102,"Census Tract 1891.02, Los Angeles County, California",5.1,2.2
1400000US06037189201,"Census Tract 1892.01, Los Angeles County, California",6.9,2.9
1400000US06037189202,"Census Tract 1892.02, Los Angeles County, California",8.8,4
1400000US06037189300,"Census Tract 1893, Los Angeles County, California",7.8,4.1
1400000US06037189400,"Census Tract 1894, Los Angeles County, California",7.9,3.2
1400000US06037189500,"Census Tract 1895, Los Angeles County, California",13.2,5.2
1400000US06037189600,"Census Tract 1896, Los Angeles County, California",8.4,4
1400000US06037189701,"Census Tract 1897.01, Los Angeles County, California",6.4,4.2
1400000US06037189702,"Census Tract 1897.02, Los Angeles County, California",13.4,7.2
1400000US06037189800,"Census Tract 1898, Los Angeles County, California",6.9,3.5
1400000US06037189902,"Census Tract 1899.02, Los Angeles County, California",8.6,3.3
1400000US06037189903,"Census Tract 1899.03, Los Angeles County, California",7.7,4.6
1400000US06037189904,"Census Tract 1899.04, Los Angeles County, California",7.9,3.7
1400000US06037189905,"Census Tract 1899.05, Los Angeles County, California",7.6,5.8
1400000US06037190100,"Census Tract 1901, Los Angeles County, California",17.2,6
1400000US06037190201,"Census Tract 1902.01, Los Angeles County, California",14.6,5.6
1400000US06037190202,"Census Tract 1902.02, Los Angeles County, California",7.2,4.6
1400000US06037190301,"Census Tract 1903.01, Los Angeles County, California",6.3,3.2
1400000US06037190401,"Census Tract 1904.01, Los Angeles County, California",10.2,4.9
1400000US06037190402,"Census Tract 1904.02, Los Angeles County, California",4,2.9
1400000US06037190510,"Census Tract 1905.10, Los Angeles County, California",5.7,2.7
1400000US06037190520,"Census Tract 1905.20, Los Angeles County, California",9.4,4.2
1400000US06037190700,"Census Tract 1907, Los Angeles County, California",5.2,5.3
1400000US06037190801,"Census Tract 1908.01, Los Angeles County, California",20,6.8
1400000US06037190802,"Census Tract 1908.02, Los Angeles County, California",7.9,3.7
1400000US06037190901,"Census Tract 1909.01, Los Angeles County, California",4.7,2.8
1400000US06037190902,"Census Tract 1909.02, Los Angeles County, California",7,4.4
1400000US06037191000,"Census Tract 1910, Los Angeles County, California",6,3.5
1400000US06037191110,"Census Tract 1911.10, Los Angeles County, California",4.8,2.9
1400000US06037191120,"Census Tract 1911.20, Los Angeles County, California",13.4,4.7
1400000US06037191201,"Census Tract 1912.01, Los Angeles County, California",5.1,3
1400000US06037191203,"Census Tract 1912.03, Los Angeles County, California",18.9,7.8
1400000US06037191204,"Census Tract 1912.04, Los Angeles County, California",7.3,3.9
1400000US06037191301,"Census Tract 1913.01, Los Angeles County, California",0.9,1.1
1400000US06037191302,"Census Tract 1913.02, Los Angeles County, California",8.6,3.3
1400000US06037191410,"Census Tract 1914.10, Los Angeles County, California",6.6,3.2
1400000US06037191420,"Census Tract 1914.20, Los Angeles County, California",3.5,2.6
1400000US06037191500,"Census Tract 1915, Los Angeles County, California",8.2,3.7
1400000US06037191610,"Census Tract 1916.10, Los Angeles County, California",9.2,3.8
1400000US06037191620,"Census Tract 1916.20, Los Angeles County, California",16,6.8
1400000US06037191710,"Census Tract 1917.10, Los Angeles County, California",8.3,4.1
1400000US06037191720,"Census Tract 1917.20, Los Angeles County, California",7.5,3.8
1400000US06037191810,"Census Tract 1918.10, Los Angeles County, California",10.1,5.4
1400000US06037191820,"Census Tract 1918.20, Los Angeles County, California",3.6,2
1400000US06037191901,"Census Tract 1919.01, Los Angeles County, California",8.2,3.5
1400000US06037191902,"Census Tract 1919.02, Los Angeles County, California",1.6,1.6
1400000US06037192001,"Census Tract 1920.01, Los Angeles County, California",8.3,4.7
1400000US06037192002,"Census Tract 1920.02, Los Angeles County, California",11,5.4
1400000US06037192300,"Census Tract 1923, Los Angeles County, California",5.5,2.7
1400000US06037192410,"Census Tract 1924.10, Los Angeles County, California",4.8,2.7
1400000US06037192420,"Census Tract 1924.20, Los Angeles County, California",4,2.5
1400000US06037192510,"Census Tract 1925.10, Los Angeles County, California",5.3,3.1
1400000US06037192520,"Census Tract 1925.20, Los Angeles County, California",2.2,1.6
1400000US06037192610,"Census Tract 1926.10, Los Angeles County, California",6.9,2.9
1400000US06037192620,"Census Tract 1926.20, Los Angeles County, California",4.3,2.3
1400000US06037192700,"Census Tract 1927, Los Angeles County, California",10,6.2
1400000US06037194101,"Census Tract 1941.01, Los Angeles County, California",5.7,2.9
1400000US06037194102,"Census Tract 1941.02, Los Angeles County, California",9.2,3.8
1400000US06037194200,"Census Tract 1942, Los Angeles County, California",7.6,3.9
1400000US06037194300,"Census Tract 1943, Los Angeles County, California",3.2,1.9
1400000US06037194401,"Census Tract 1944.01, Los Angeles County, California",6.8,3.5
1400000US06037194402,"Census Tract 1944.02, Los Angeles County, California",2.7,2.4
1400000US06037194500,"Census Tract 1945, Los Angeles County, California",7.9,3.2
1400000US06037195100,"Census Tract 1951, Los Angeles County, California",8.7,3.6
1400000US06037195201,"Census Tract 1952.01, Los Angeles County, California",4.1,2.2
1400000US06037195202,"Census Tract 1952.02, Los Angeles County, California",6.9,3.8
1400000US06037195300,"Census Tract 1953, Los Angeles County, California",9.6,3.8
1400000US06037195400,"Census Tract 1954, Los Angeles County, California",3.9,2.3
1400000US06037195500,"Census Tract 1955, Los Angeles County, California",4.1,2.2
1400000US06037195600,"Census Tract 1956, Los Angeles County, California",5.9,3
1400000US06037195710,"Census Tract 1957.10, Los Angeles County, California",9.5,4.4
1400000US06037195720,"Census Tract 1957.20, Los Angeles County, California",4.4,2.9
1400000US06037195802,"Census Tract 1958.02, Los Angeles County, California",7.1,3.8
1400000US06037195803,"Census Tract 1958.03, Los Angeles County, California",7.8,3.3
1400000US06037195804,"Census Tract 1958.04, Los Angeles County, California",9.1,4.7
1400000US06037195901,"Census Tract 1959.01, Los Angeles County, California",7.2,3.9
1400000US06037195902,"Census Tract 1959.02, Los Angeles County, California",7.9,5
1400000US06037195903,"Census Tract 1959.03, Los Angeles County, California",5.4,2.4
1400000US06037197200,"Census Tract 1972, Los Angeles County, California",1.2,1.3
1400000US06037197300,"Census Tract 1973, Los Angeles County, California",1.9,1.4
1400000US06037197410,"Census Tract 1974.10, Los Angeles County, California",3.1,1.7
1400000US06037197420,"Census Tract 1974.20, Los Angeles County, California",6.5,3.5
1400000US06037197500,"Census Tract 1975, Los Angeles County, California",7.1,3.2
1400000US06037197600,"Census Tract 1976, Los Angeles County, California",6.4,2.8
1400000US06037197700,"Census Tract 1977, Los Angeles County, California",5,2.1
1400000US06037199000,"Census Tract 1990, Los Angeles County, California",4.2,2.4
1400000US06037199110,"Census Tract 1991.10, Los Angeles County, California",11.8,5.7
1400000US06037199120,"Census Tract 1991.20, Los Angeles County, California",12.4,4.4
1400000US06037199201,"Census Tract 1992.01, Los Angeles County, California",14.2,6.7
1400000US06037199202,"Census Tract 1992.02, Los Angeles County, California",8.1,2.9
1400000US06037199300,"Census Tract 1993, Los Angeles County, California",7.9,3.3
1400000US06037199400,"Census Tract 1994, Los Angeles County, California",12.7,4.1
1400000US06037199700,"Census Tract 1997, Los Angeles County, California",6.4,4.7
1400000US06037199800,"Census Tract 1998, Los Angeles County, California",9.2,4.1
1400000US06037199900,"Census Tract 1999, Los Angeles County, California",11.7,5.1
1400000US06037201110,"Census Tract 2011.10, Los Angeles County, California",1.7,1.5
1400000US06037201120,"Census Tract 2011.20, Los Angeles County, California",13.2,6.1
1400000US06037201200,"Census Tract 2012, Los Angeles County, California",5.2,2.1
1400000US06037201301,"Census Tract 2013.01, Los Angeles County, California",6.9,4.8
1400000US06037201302,"Census Tract 2013.02, Los Angeles County, California",4.9,2.7
1400000US06037201401,"Census Tract 2014.01, Los Angeles County, California",8.7,4.1
1400000US06037201402,"Census Tract 2014.02, Los Angeles County, California",6,3
1400000US06037201501,"Census Tract 2015.01, Los Angeles County, California",11.1,4.3
1400000US06037201503,"Census Tract 2015.03, Los Angeles County, California",9.9,4
1400000US06037201504,"Census Tract 2015.04, Los Angeles County, California",5.8,3.2
1400000US06037201601,"Census Tract 2016.01, Los Angeles County, California",11.1,4.4
1400000US06037201602,"Census Tract 2016.02, Los Angeles County, California",11.2,5.2
1400000US06037201700,"Census Tract 2017, Los Angeles County, California",14,3.6
1400000US06037203100,"Census Tract 2031, Los Angeles County, California",6.3,2.7
1400000US06037203200,"Census Tract 2032, Los Angeles County, California",3.9,2.1
1400000US06037203300,"Census Tract 2033, Los Angeles County, California",18.5,16.6
1400000US06037203500,"Census Tract 2035, Los Angeles County, California",2.4,1.8
1400000US06037203600,"Census Tract 2036, Los Angeles County, California",2.4,2.3
1400000US06037203710,"Census Tract 2037.10, Los Angeles County, California",4.2,2.8
1400000US06037203720,"Census Tract 2037.20, Los Angeles County, California",5.3,3.8
1400000US06037203800,"Census Tract 2038, Los Angeles County, California",5.8,3.2
1400000US06037203900,"Census Tract 2039, Los Angeles County, California",8.1,3.1
1400000US06037204110,"Census Tract 2041.10, Los Angeles County, California",8.1,3.2
1400000US06037204120,"Census Tract 2041.20, Los Angeles County, California",7.2,4.4
1400000US06037204200,"Census Tract 2042, Los Angeles County, California",5.8,3.1
1400000US06037204300,"Census Tract 2043, Los Angeles County, California",9,3.5
1400000US06037204410,"Census Tract 2044.10, Los Angeles County, California",2.3,2.7
1400000US06037204420,"Census Tract 2044.20, Los Angeles County, California",7.2,3.6
1400000US06037204600,"Census Tract 2046, Los Angeles County, California",7,4.3
1400000US06037204700,"Census Tract 2047, Los Angeles County, California",6.2,3.3
1400000US06037204810,"Census Tract 2048.10, Los Angeles County, California",6.6,2.8
1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",2.3,2
1400000US06037204910,"Census Tract 2049.10, Los Angeles County, California",5.5,2.6
1400000US06037204920,"Census Tract 2049.20, Los Angeles County, California",5.6,3.2
1400000US06037205110,"Census Tract 2051.10, Los Angeles County, California",3.6,2.1
1400000US06037205120,"Census Tract 2051.20, Los Angeles County, California",1.5,1
1400000US06037206010,"Census Tract 2060.10, Los Angeles County, California",10.8,5.3
1400000US06037206020,"Census Tract 2060.20, Los Angeles County, California",4.3,3.6
1400000US06037206031,"Census Tract 2060.31, Los Angeles County, California",1.8,1.2
1400000US06037206032,"Census Tract 2060.32, Los Angeles County, California",4.1,2.4
